player_id,fielding_ability,throwing_accuracy,speed_agility,catching_ability,batsman_shot_tendency,optimal_position
165,6.080839371421514,9.769229011265681,5.396056817169502,4.5767944320507254,6.954111998778031,3
134,7.361497716494816,6.823042234163819,4.32079648140277,6.275149180726993,1.2969652219723726,3
79,9.20592812448436,6.629295409895128,5.458527923843519,9.925554172234053,5.764573549968323,3
67,8.837230164604852,8.10219352081065,4.139385147701093,7.099710850773233,1.0775696437336222,3
60,9.094134577575858,8.33872614234117,9.452273606941962,4.399680508583312,8.894181976479917,1
13,6.185702896409321,7.38709896358455,8.87617136088285,7.80158718341739,1.8216396002052209,3
197,5.065045004526871,6.583647696568659,4.774631355004739,6.5413510545600815,4.8834135005011445,2
188,6.121514538029192,5.874327572926693,6.536285671486265,6.074268490459697,4.833085300942207,3
166,8.92213468805078,6.131223757751017,4.90156401917001,9.979480342063171,5.99598560916449,3
42,7.5374678789965,9.57930962773607,6.402653156489009,5.641753603424924,6.318005692046224,3
37,7.819731068380294,6.4932473915432505,6.5598528652958,9.858048826921335,6.512634724371351,3
152,7.998022693211064,4.50434248313763,6.337162252388568,9.45485480097073,9.280257077362695,3
132,5.387755553572226,8.630318229828902,6.983719453002657,4.197129120087968,9.533468373329214,2
144,7.071004501426242,4.954831524781027,6.779574723324523,9.914873529299035,3.7805307824660765,3
162,8.77868034013279,6.647602702849854,9.042697296906391,9.251877236183187,2.686565304348714,3
70,9.594581845162619,4.35868034059352,4.065901707112694,7.856200340753787,5.250111027851277,3
25,7.093797258853025,9.336846792747604,9.607681094943366,6.558128323524735,6.2870873224858705,3
124,8.611318444078583,9.797942654045833,9.853268618598587,6.33946037721962,5.121506227422807,3
46,7.092361093851638,6.502640225413218,7.28785816857258,9.180092510376454,9.40588367420914,3
154,5.548659557849839,9.027852870914225,9.750073879110824,4.674334187101902,5.4496028817402244,2
136,8.828113911666295,4.467651236826548,9.806242419840077,6.8886610681543665,8.394123160413798,1
71,6.65115017753236,4.973965793881454,7.977534895951837,4.4040763771891545,5.6650224815174965,3
46,7.092361093851638,6.099662416451691,5.200573467139136,4.203794832183105,5.050378093545959,3
158,5.823378789517678,6.764268984021531,8.263066284441368,4.259756536395971,8.206424313562945,2
117,9.130128381110506,7.9974245948488125,5.316340810634099,8.83627021346314,3.149478252962732,3
102,6.332967430899628,6.439458491161586,9.381380899030535,5.555942630224579,4.294775857660426,3
147,5.039725220460466,6.656787805820077,4.881004536272364,7.471236565804038,3.727862618122197,2
166,8.92213468805078,9.38985425504188,6.790101247595384,6.403537774804565,1.4317453535981934,3
19,8.595347545871899,6.529285906328697,6.487350892253005,9.592140213848184,4.888613119962777,3
93,7.405793470280351,7.342235056952349,5.271304150010057,4.961141272477237,5.617938425399076,3
146,6.174235528111458,8.78451795328683,4.860095713747473,5.310255575737789,8.23022646612926,3
77,9.78278904509287,5.725754799849618,9.665336734607216,7.547704895763746,4.41289275676767,3
112,7.937974381112131,9.58848265928706,5.7015919455552835,5.75959976970957,3.5838380483644685,3
188,6.121514538029192,8.24431387797208,4.479009800603287,4.322479670308133,6.166608725218783,3
188,6.121514538029192,8.554366885377176,7.281768814340419,9.355910955465848,8.544135448522834,3
154,5.548659557849839,9.531290955017443,7.639331592756604,4.812866555116781,1.6522596602374344,2
40,5.825629158595894,9.639655672186606,4.270368813847825,4.436477056948415,6.1874742944433265,2
4,7.755668506592267,9.997236272344391,7.188321674236343,8.769521414488501,4.432910273753316,3
70,9.594581845162619,5.770977917203098,8.739001315224373,7.158694654306555,1.2889566634610155,3
125,9.543480814954474,9.038346114071985,8.013535697694298,7.943486584306612,6.5428748144386635,3
188,6.121514538029192,5.842268410840557,4.327891765901174,8.025829779114535,8.550575970920018,3
154,5.548659557849839,9.552588836597124,8.781658810896582,4.553392700490187,5.237816444308673,2
14,6.267339382876608,9.701663517883544,8.613785704978454,5.156734115135045,1.0199610138232702,3
36,7.134912483591247,4.919088796255934,8.965160732739252,5.158939068885157,4.641189671530283,3
67,8.837230164604852,8.324897326367868,4.93149393997869,5.902649693046582,9.623031335321487,1
36,7.134912483591247,4.499214329165668,6.702510466757465,7.2930253482584275,4.454387910417388,3
127,5.177872785784958,4.3752765385082,5.820207506621607,8.004326232234172,3.5937842699142584,2
138,8.129410475725908,5.619394226622871,8.375634608609738,8.14992527687793,9.017264210728563,1
52,6.177960939668009,5.216683635289099,4.524774538059388,4.635703838568493,7.21339416265602,3
5,9.96055862054601,9.046568039775723,8.506306397103192,5.3747530915599,7.54343868246595,1
84,9.461275981281013,4.350479730408457,4.978704204226913,5.6952451100385435,3.484945734865594,3
171,7.179313818651128,9.725653389273722,5.982740463613984,7.0253536913388865,5.587355817516482,3
149,7.386394802942442,9.992277493213154,9.854754901707464,8.417902274108586,3.6030269298109165,3
195,8.431709261639735,6.589193814967844,9.609477370542649,7.172099816083765,4.511572039671172,3
55,6.930256875651047,5.868093661335669,9.816776062588934,8.08838406581374,1.6279227913822303,3
92,6.775179108822218,6.4699809073970815,6.62477085697069,9.86266440470234,4.529980226841909,3
80,7.614352003371384,8.94948639856523,7.186924563055376,9.604521349941372,8.949800377983507,3
53,9.687633306363871,6.750866873874851,5.47251570481739,7.896873162634035,6.338648598009374,3
106,5.762137971030755,5.409635685703428,5.0893462212363865,5.876949713398623,7.968561886506512,2
45,6.901657526479581,7.475576152351874,8.246179073758466,9.87952605837785,5.617389742211736,3
107,8.745456481713365,4.324271689480951,7.778385089379414,6.475367156541923,1.5024921547259582,3
15,6.841760984788225,9.866584366755422,8.122874800534984,4.523780450549528,3.4302930643678087,3
168,7.510111025824367,9.542775223302236,4.436801123738608,5.218194272317449,7.608741813334863,3
183,8.728111041466894,9.087074736134193,4.040412268116825,6.927101965053092,5.349686314490714,3
183,8.728111041466894,7.14626189457444,4.503754091110015,6.134978291896302,7.313462104426883,1
170,9.289793523879457,6.432099387055159,8.164738299283565,4.179777159359563,1.4698957340350955,3
132,5.387755553572226,6.069180058304052,7.979504529627624,5.884134455853558,5.2200697624368875,2
103,7.065037509667446,5.596054311976223,4.025084103092518,4.4884287908209,7.010286365988689,3
170,9.289793523879457,8.392755440312502,9.465937827754729,7.3342983110993325,6.139031630736196,3
105,9.303903516638126,5.6873011831640685,4.69739334135356,6.7433332120068075,6.363722249157939,3
109,6.3894818449493265,6.143280918339265,8.965245120749039,4.108566691805438,3.210088829029943,3
105,9.303903516638126,7.134728206598896,5.034682863608768,5.5960751029982525,4.167572075388321,3
38,6.657864670871041,8.310271916705734,6.539032310883479,4.30473833378791,2.011846055823034,3
80,7.614352003371384,7.198635982740363,4.499000553340089,4.776013444990198,6.107161000470173,3
191,8.603057873628071,5.969602737593592,8.5359776850944,9.182403618303994,2.1813580781297857,3
89,5.536028883854994,9.989732235261876,8.240331909958329,4.9321341487734855,5.409616714902695,2
183,8.728111041466894,5.831557517592085,9.217306008653173,8.148863980682208,5.057760376755487,3
9,7.705511149037614,8.785548424872719,4.875339209203961,4.41102190524591,6.432103231148414,3
56,5.878938747012993,5.74788353047337,4.024825309156168,4.926477019734087,3.252890454431767,2
112,7.937974381112131,7.8809620349340035,5.660138114165697,5.3715025402516146,4.362223107082839,3
163,9.06322875008069,5.615734645606603,9.98103434120599,7.34933216491061,4.569205034901329,3
176,9.906808108199499,5.95842488952602,7.473781615968859,4.9954650925311785,9.715792647504243,1
157,7.521769802984347,9.787773298292484,8.059176559724005,6.29884221090938,8.613955340835206,3
45,6.901657526479581,4.086402600991685,4.590911948157866,5.502437962993252,9.352604414979925,3
106,5.762137971030755,9.565111735575426,6.520352941584997,8.239188770537996,8.305700868017427,2
67,8.837230164604852,6.532010884587183,5.2722755150102145,6.136194997781044,4.78750765626492,3
102,6.332967430899628,7.150566911815513,9.900041458516696,4.711598880737195,7.271892391046567,3
90,7.5092955979848846,4.608362908526162,9.56515620251771,5.228073776486818,1.0819445964592045,3
99,5.518103919721187,8.457241898681293,4.486497718056994,9.821120050067243,1.7408596006817558,2
158,5.823378789517678,6.521747629205315,5.066156775668313,8.895713810830863,4.826921924937444,2
113,8.015168388769721,7.328985006249401,5.354689405626681,5.101489458858987,2.2569938976843344,3
103,7.065037509667446,4.617678073149934,7.416918779209462,7.2107987759264445,7.7453015161279515,3
33,7.4399086081626296,6.553593661664447,5.955923880148489,5.577731508972625,6.708032200464342,3
147,5.039725220460466,4.373315582534781,4.378313939911078,6.936575593634444,5.595481632169662,2
109,6.3894818449493265,9.818054345059036,4.080159492642659,7.390244692234165,8.96080241203849,3
86,5.510435263150245,5.902058364639785,6.41561963527114,9.605839705437685,1.0875984435633859,2
138,8.129410475725908,8.558997360329247,7.693156983979459,7.655422414715023,5.274882622759047,3
192,6.529563339715336,4.115641704719948,9.98355112063895,4.984593093731451,6.491666809789041,3
59,9.719435463797158,9.565572275344223,6.18705405664938,4.12121317083862,1.7831267993280222,3
35,6.145263379412153,9.892701432527405,4.27466666301947,8.290898207376047,6.127264120981826,3
102,6.332967430899628,8.949028368642317,5.964947763684524,4.4223502846104195,8.15326487648,3
128,8.0024055865564,9.882209147705058,9.956773578562212,8.594949063158671,4.844716201668673,3
80,7.614352003371384,6.5116257975894705,7.833420280631278,9.248984540475192,9.02404142991228,3
150,6.371730926310616,7.61470478937197,6.0908618263493866,8.836946278536377,9.015528461256869,3
76,8.810436270289317,6.894915733774578,7.236546718578318,4.936499479790251,9.894523636127893,1
184,9.245828025808322,9.10199010966983,8.644661016888305,5.1023287420640004,2.132506296914901,3
174,7.931804579191857,8.66393595289611,7.234964333922347,6.429720652576882,7.9471671284879255,3
138,8.129410475725908,4.380336574153047,5.723162109331645,6.1655618746679295,6.078456512464924,3
58,7.7055046755701495,4.1393318488523825,8.560363062564837,4.493179340910473,3.9648286969665905,3
56,5.878938747012993,9.488394950826013,6.072121083064918,7.7301066445097995,1.5744284613090656,2
72,9.421023382389151,5.250121563384634,9.650671623604625,9.975549605588617,7.930439925774696,1
40,5.825629158595894,4.029475252613876,4.040608860610702,5.295321088801333,3.3931078795964886,2
58,7.7055046755701495,4.501700789845467,5.078568646302766,8.946327355358122,1.8645043297975055,3
75,9.320207338150581,9.133062029191354,9.331513740322958,6.532524658556985,7.424061305316774,1
122,7.2602941274075325,7.6023424654269425,5.652367522401055,6.102128633680715,6.576908734847936,3
38,6.657864670871041,9.647625229538605,8.472119635136178,4.854396697504185,1.729610444382915,3
166,8.92213468805078,5.610975448165904,9.836010198778009,4.044190636089207,3.172599065224186,3
36,7.134912483591247,5.042675421274959,8.784310531812377,4.5438302103768535,5.955515619932592,3
144,7.071004501426242,7.4470856198733,9.3577555422204,9.05282091638725,7.335741587301667,3
128,8.0024055865564,4.33447821475735,7.583999348381275,4.552761833905535,6.606119505483953,3
149,7.386394802942442,7.028662779788889,8.24651601173372,4.114767505449545,3.1725799291591312,3
178,5.178847649741599,8.304005685931292,8.02599987244786,5.299111712452701,9.57952694202577,2
151,6.919831463136601,7.335304078600066,5.923382406098314,5.735627778353764,8.11068426074567,3
184,9.245828025808322,5.866141745541691,7.641824772054366,5.7352157087915145,8.240882362167248,1
73,8.637668421468131,6.628445465433788,9.397447264324157,6.13379516002194,6.232340102393216,3
100,5.691655429584434,4.051262353527314,6.055509875815316,5.345880025878131,6.070602030792966,2
123,5.676735244257358,8.838744975830245,7.269985474608186,5.598952906022908,1.078868507104517,2
26,7.176743863352343,7.811411086178171,8.935346881778354,8.60962415943732,8.799341298060138,3
123,5.676735244257358,7.591817337010524,6.383180172589132,6.742142144375702,2.2415993447161373,2
46,7.092361093851638,4.667392313337687,8.942278801616595,5.862375762697362,1.9000304800002625,3
46,7.092361093851638,7.603504199564354,8.824457697080396,5.096659651856511,9.438249796341081,3
